rotten_tomatoes_link,review_content,movie_title,movie_info,id
m/after_the_thin_man,The mystery elements amount to much less than Powell and Loy's effervescent interplay as the movies' most happily married couple.,After the Thin Man,"Recently returned home from vacation, private detective Nick Charles (William Powell) and his socialite wife, Nora (Myrna Loy), are back on the case when Nora's cousin, Selma (Elissa Landi), reports her husband Robert (Alan Marshal) missing. As the duo search for the disreputable Robert, Selma's friend David Graham (James Stewart), who secretly pines for her, aids the investigation. When the three begin to unravel Robert's secret life, the missing persons case turns into one of murder.",49072
m/10008126-straightheads,"A repellent, ill-thought-through feature.",Straightheads (Closure),"There is instant chemistry between Alice (Gillian Anderson), a businesswoman, and Adam (Danny Dyer), a younger working-class man who installs a security system in her London apartment. She takes him to a party in the country, and they end up making love. But the night turns horrific when they encounter three thugs who maim Adam and rape Alice. The incident turns them into fearful recluses until Alice spots the leader of their attackers (Anthony Calf) -- and the two victims plot a brutal revenge.",96289
m/1015095-nighthawks,"Though there's never much doubt how the duel will end, the climax is nonetheless surprising and totally satisfying, topping the energy of the previous pursuit.",Nighthawks,"Fresh from mounting a devastating bomb attack in London, an international terrorist arrives in New York and remains intent upon wreaking further havoc. His preparation is clinical and thorough but he overlooks one thing - the grit and steely determination of one New York cop.",56910
m/1121720-devdas,"When a movie throws as much at you as Devdas does, it's easy to forgive minor disappointments.",Devdas,"Devdas (Shahrukh Khan) makes his way back home to India after spending 10 years studying in London. He plans to marry Paro (Aishwarya Rai), his childhood best friend, but his parents (Vijay Crishna, Smita Jaykar) do not want Devdas to marry her. They believe that Paro's family, who descend from a line of dancers, is of a lower class than their own. Eventually, Paro marries another man, and the despondent Devdas descends into life-threatening alcoholism.",20882
m/1121720-devdas,,Devdas,"Devdas (Shahrukh Khan) makes his way back home to India after spending 10 years studying in London. He plans to marry Paro (Aishwarya Rai), his childhood best friend, but his parents (Vijay Crishna, Smita Jaykar) do not want Devdas to marry her. They believe that Paro's family, who descend from a line of dancers, is of a lower class than their own. Eventually, Paro marries another man, and the despondent Devdas descends into life-threatening alcoholism.",20893
m/10008830-bill,Not even a solid performance can keep the script's problems at bay.,Meet Bill,A mild-mannered bank executive (Aaron Eckhart) mentors a teenage con artist and tries to make a career change as a doughnut merchant.,87704
m/24_redemption,"Benefits not only from the change of venue but also from the luxury of incorporating so many first-rate actors, including Robert Carlyle.",24: Redemption,Jack Bauer (Kiefer Sutherland) tries to prevent an African warlord from recruiting children for his militia.,42817
m/alexandras-project,That damn videotape takes the edge off the mood both visually and dramatically.,Alexandra's Project,"Returning home from work, a man (Gary Sweet) finds a videotape that has disturbing revelations from his vengeful wife (Helen Buday).",11761
m/1032750-hidden_agenda,,Hidden Agenda,"""In Ireland, American lawyer Ingrid Jessner (Frances McDormand) and her activist partner, Paul Sullivan (Brad Dourif), struggle to uncover atrocities committed by the British government against the Northern Irish during the """"Troubles."""" But when Sullivan is assassinated in the streets",67409
m/1032795-connection,"Some creaky business with a Salvation Army sister recalls the piece's stage origins, but the music and the sense of 'dead time' retain a 'beat' authenticity.",The Connection,"In a cramped and dirty apartment, eight junkies variously goof off, chat and play jazz music while waiting for their heroin connection to show up. They've also struck a deal with documentary filmmaker Jim Dunn (William Redfield) : They'll let him film them provided he pays for their drugs. When the dealer, Cowboy (Carl Lee), arrives, he's suspicious of the filmmaker and his camera, enough so that Dunn considers trying heroin himself to prove he's no narc and to better understand his subjects.",29686
m/1010979-jazz_singer,"Mr. Diamond, looking glum and seldom making eye contact with anyone, isn't enough of a focus for the outmoded story.",The Jazz Singer,"Jess Robin (Neil Diamond) dreams of a career in popular music, but his father, Cantor Rabinovitch (Laurence Olivier), forbids it, insisting Jess live as a traditional Jew and inherit his position at the synagogue. With the help of friend and professional musician Bubba (Franklin Ajaye), Jess gets a chance to go to Los Angeles and have famous singer Keith Lennox (Paul Nicholas) record one of his songs. Defying both his father and his wife, Jess leaves New York to pursue his dreams.",6830
m/1011626-king_of_kings,A sweeping and at times stirring biblical epic.,King of Kings,"In this reenactment of the life of Jesus Christ, when word spreads throughout Judea that the son of God is to be born in Bethlehem, King Herod demands that all infants be killed. Mary (Siobhan McKenna) steals away with her young son, Jesus, who grows up preaching, performing miracles and acquiring devotees. One of Jesus' (Jeffrey Hunter) followers, Judas (Rip Torn), betrays him, and he is sentenced to crucifixion. But Jesus has always known of his fate and has prepared himself for death.",51874
m/1020897-tarzan_the_ape_man,,"Tarzan, the Ape Man","Innocent Jane (Bo Derek) seeks her flamboyant British father (Richard Harris) in Africa and meets Tarzan (Miles O'Keeffe), who shows her around.",20071
m/1078022-buddy,Light entertainment.,Buddy,"Thanks to the indulgence of her patient husband, Dr. Bill Lintz (Robbie Coltrane), wealthy eccentric Trudy (Rene Russo) has already accumulated a large collection of wild animals by 1931 when she is introduced to Buddy, a sickly young gorilla. Trudy raises Buddy as her own child, dressing him in human clothes, and the ape responds with absolute obedience. But as Buddy grows older and larger, Trudy is unable to restrain him from turning increasingly violent.",22495
m/1079452-assignment,"A film of real finesse, style and intelligence, an espionage thriller of the old school, with some modern technical embellishments.",The Assignment,"Annibal Ramirez (Aidan Quinn) is an American naval officer who looks remarkably like notorious international assassin Carlos Sanchez (also Quinn). Veteran CIA agent Jack Shaw (Donald Sutherland) has a vendetta against Sanchez and recruits Ramirez to impersonate the fugitive. Along with Mossad operative Amos (Ben Kingsley), Shaw begins training Ramirez to become Sanchez, but the mission proves to be incredibly perilous, and the American soon wonders if it's worth the risk.",40771
m/1011626-king_of_kings,"An epic of considerable scope, filled with broad vistas, yet there are enough intimate moments to give audience a chance to engage with the characters rather than just admire their pontificating.",King of Kings,"In this reenactment of the life of Jesus Christ, when word spreads throughout Judea that the son of God is to be born in Bethlehem, King Herod demands that all infants be killed. Mary (Siobhan McKenna) steals away with her young son, Jesus, who grows up preaching, performing miracles and acquiring devotees. One of Jesus' (Jeffrey Hunter) followers, Judas (Rip Torn), betrays him, and he is sentenced to crucifixion. But Jesus has always known of his fate and has prepared himself for death.",51880
m/1004463-college,"Madcap fun as the supremely athletic Keaton plays a bookworm who, for love of a jock-loving girl, tries but fails heroically at every possible sport in every possible way.",College,"Brilliant in his studies and dismissive of athletics, Ronald (Buster Keaton) finishes high school at the top of his class. But in college his uptight attitude doesn't win him any points with his sports-loving classmates, and pretty coed Mary (Anne Cornwall) ignores him in favor of brutish jock Jeff (Harold Goodwin). Hoping to impress Mary, Ronald makes a buffoon of himself at every sport imaginable, usually at Jeff's hand. But Ronald gets a final shot at glory in a big rowing race.",18961
